Date,Open,High,Low,Close,Volume,signal,bull_patterns,bear_patterns
2019-11-01,0.0097249997779726,0.0097660003229975,0.0074950000271201,0.0081010004505515,266212.0,[],[],[]
2019-12-01,0.0081000002101063,0.0123699996620416,0.0061349999159574,0.0113390004262328,1344683.0,[],[],[]
2020-01-01,0.0113390004262328,0.0166500005871057,0.0091639999300241,0.0157769992947578,1875013.0,[],[],[]
2020-02-01,0.0157820004969835,0.0173719990998506,0.010491999797523,0.0107779996469616,1019669.0,[],[],[]
2020-03-01,0.010768000036478,0.0177849996834993,0.0037849999498575,0.0083060003817081,813043.0,[],[],[]
2020-04-01,0.0083060003817081,0.0242010001093149,0.0073409997858107,0.0200169999152421,828360.0,[],[],[]
2020-05-01,0.0200169999152421,0.0407310016453266,0.016932999715209,0.0377070009708404,1498748.0,[],[],[]
2020-06-01,0.0376989990472793,0.0780500024557113,0.0373729988932609,0.0540580004453659,4547339.0,[],[],[]
2020-07-01,0.0540580004453659,0.1122850030660629,0.0466450005769729,0.0930849984288215,6652511.0,[],[],[]
2020-08-01,0.0930849984288215,0.2875170111656189,0.0795930027961731,0.1846940070390701,23205490.0,[],[],[]
2020-09-01,0.1846199929714203,0.2692880034446716,0.1337250024080276,0.1381489932537078,15244388.0,[],[],[]
2020-10-01,0.1394540071487426,0.1446080058813095,0.066552996635437,0.0930910035967826,6096946.0,[],[],[]
2020-11-01,0.0931029990315437,0.2262289971113205,0.0830620005726814,0.1435469985008239,36977426.0,[],[],[]
2020-12-01,0.143546000123024,0.2822720110416412,0.1395200043916702,0.1503430008888244,19860724.0,[],[],[]
2021-01-01,0.1503179967403412,0.2150090038776397,0.1334269940853119,0.1584600061178207,20404190.0,[],[],[]
2021-02-01,0.1584050059318542,0.651386022567749,0.1525830030441284,0.419200986623764,52287316.0,[],[],[]
2021-03-01,0.4192399978637695,0.8903470039367676,0.4029180109500885,0.7760189771652222,69315156.0,[],[],[]
2021-04-01,0.7755290269851685,0.9039639830589294,0.476853996515274,0.6457080245018005,60743656.0,[],[],[]
2021-05-01,0.6455850005149841,0.7544950246810913,0.1786970049142837,0.3220320045948028,62647290.0,[],[],[]
2021-06-01,0.3223550021648407,0.5515710115432739,0.1705060005187988,0.2829309999942779,30244865.0,[],[],[]
2021-07-01,0.283051997423172,0.3126859962940216,0.1596260070800781,0.2651860117912292,32626331.0,[],[],[]
2021-08-01,0.2647700011730194,0.4256570041179657,0.2591570019721985,0.323633998632431,67898842.0,[],[],[]
